image_name,concept,explanation
d6c18f69176bffa5fe3aa3b713d5396,science,the image conveys a scientific example.
d6c18f69176bffa5fe3aa3b713d5396,science,sophisticated equipment used for experiments
d6c18f69176bffa5fe3aa3b713d5396,sound,the metal balls will hit each other and resonate
d6c18f69176bffa5fe3aa3b713d5396,stress,something to focus on when overwhelmed
d6c18f69176bffa5fe3aa3b713d5396,tech,seems like something to plug in in the back
d6c18f69176bffa5fe3aa3b713d5396,technical,the equipment conveys a sense of technology.
d6e01e3dbcc4fa959d7259bfcd358129,anticipation,person is excited about having to look at the book that they reserved
d6e01e3dbcc4fa959d7259bfcd358129,archival,information stored for posterity
d6e01e3dbcc4fa959d7259bfcd358129,business,the place has a customer checking books
d6e01e3dbcc4fa959d7259bfcd358129,curiosity,person is looking through some books and trying to find the their name or library number as this seems to be a reserve shelf
d6e01e3dbcc4fa959d7259bfcd358129,decade,80s and 90s - best decades ever
d6e01e3dbcc4fa959d7259bfcd358129,industrial,shelving and lights
d6e01e3dbcc4fa959d7259bfcd358129,isolation,a lone woman is searching for a book by herself
d6e01e3dbcc4fa959d7259bfcd358129,old school,library shelves with real books
d6e01e3dbcc4fa959d7259bfcd358129,quiet,seems a quiet place as there are not a lot of people
d6e01e3dbcc4fa959d7259bfcd358129,reading,looks to be some kind of library with lots o books on shelves
d6e01e3dbcc4fa959d7259bfcd358129,reference,items that can be referred to as necessary
d6e01e3dbcc4fa959d7259bfcd358129,study,the place is full of books
d6e01e3dbcc4fa959d7259bfcd358129,systematic,items organised in a specific way as to aid locating
d6e01e3dbcc4fa959d7259bfcd358129,vastness,the open concept library spans far and wide
d6e01e3dbcc4fa959d7259bfcd358129,wonder,there are lots of books and lots of information to discover in this library
d6e15be8ea7c9ac1ff3cc93e4cca64d,colorful,edited or tropical place
d6e15be8ea7c9ac1ff3cc93e4cca64d,duty,this bee is one of thousands of a colony who is biologically evolved to do his duty
d6e15be8ea7c9ac1ff3cc93e4cca64d,enjoying,the bee is enjoying the sucking.
d6e15be8ea7c9ac1ff3cc93e4cca64d,feeding,the bee is feeding on nectar.
d6e15be8ea7c9ac1ff3cc93e4cca64d,hunger,it is hungry
d6e15be8ea7c9ac1ff3cc93e4cca64d,nature,beautiful natural picture of an animals in its natural element
d6e15be8ea7c9ac1ff3cc93e4cca64d,nature,this image depicts an insect in its natural habitat
d6e15be8ea7c9ac1ff3cc93e4cca64d,nature,it shows a close up of a natural process
d6e15be8ea7c9ac1ff3cc93e4cca64d,pollination,"the bees is sucking nectar,"
d6e15be8ea7c9ac1ff3cc93e4cca64d,pollination,this image depicts flower pollination
d6e15be8ea7c9ac1ff3cc93e4cca64d,preservation,bees are responsible for the preservation of the planet
d6e15be8ea7c9ac1ff3cc93e4cca64d,procreation,it is recreating
d6e15be8ea7c9ac1ff3cc93e4cca64d,survival,this image depicts survival skills for growth and production
d6e15be8ea7c9ac1ff3cc93e4cca64d,warm,there is a mix of warm colours
d6e15be8ea7c9ac1ff3cc93e4cca64d,wellness,being fed nutrients needed to survive
d7121f21bc217e806353e0e4be9186,advertising,this concept is one for advertising a business model.
d7121f21bc217e806353e0e4be9186,appealing,the colors and fonts used draw the viewer in
d7121f21bc217e806353e0e4be9186,business,the image denotes a design for a business.
d7121f21bc217e806353e0e4be9186,clarity,"while it wants to clear, it's lack of clarity conveys a sense of uselessness. why is this even made? something so simple has be come complex. a sense of redunancy."
d7121f21bc217e806353e0e4be9186,clean,the image is clean-cut and well-constructed
d7121f21bc217e806353e0e4be9186,confusing,the image is difficult to understand and doesn't flow.
d7121f21bc217e806353e0e4be9186,confusion,"the image attempts to be helpful, but in reality, it comes of as confusing. it conveys a sense of trying to puzzle together a simple image."
d7121f21bc217e806353e0e4be9186,corporation,"it conveys a sense of bleak, corporate design."
d7121f21bc217e806353e0e4be9186,direction,seen indicated by the arrows
d7121f21bc217e806353e0e4be9186,model,seen on the picture
d7121f21bc217e806353e0e4be9186,plan,a business model is like a plan that shows how a company will make money and what it will offer to customers.
d7121f21bc217e806353e0e4be9186,strategy,"the model also includes strategies for success, like marketing or sales methods, to make sure the business grows and stays profitable."
d7121f21bc217e806353e0e4be9186,structure,"it explains how the business is set up, including the products or services it provides, and how it operates."
d7121f21bc217e806353e0e4be9186,structure,a structure for a business is portrayed
d7121f21bc217e806353e0e4be9186,unclear,there needs to be background given to fully understand this concept
d7e4ec32579fb16ade6b4fb8281eec3,adventure,the combination of the motorcycle and sidecar suggests exploration and travel.
d7e4ec32579fb16ade6b4fb8281eec3,classic,"the very old motorcyle and sidecar evoke warm thoughts of vintage vehicles, and what one might call a 'classic example'."
d7e4ec32579fb16ade6b4fb8281eec3,club,the bike seems to be that on someone that's part of a motocycle club
d7e4ec32579fb16ade6b4fb8281eec3,elegance,the polished details and sleek structure convey a refined and timeless beauty.
d7e4ec32579fb16ade6b4fb8281eec3,engineering,"the image depicts a vehicle which has been invented, built and engineered to make a coherent whole"
d7e4ec32579fb16ade6b4fb8281eec3,evolution,of motorcycles
d7e4ec32579fb16ade6b4fb8281eec3,golf,the green area looks like a golf course.
d7e4ec32579fb16ade6b4fb8281eec3,innovation,the image looks innovative
d7e4ec32579fb16ade6b4fb8281eec3,outdoors,the image depicts a vehicle which is driven outdoors
d7e4ec32579fb16ade6b4fb8281eec3,racing,the image depicts a motorbike which may have been ridden in races
d7e4ec32579fb16ade6b4fb8281eec3,stationary,the bike is currently not moving around in the park
d7e4ec32579fb16ade6b4fb8281eec3,transport,need for the bike
d7e4ec32579fb16ade6b4fb8281eec3,transportation,one immediately associates the motorcycle and sidecar as a means of travel.
d7e4ec32579fb16ade6b4fb8281eec3,vintage,the design and style of the vehicle evoke a sense of nostalgia and classic craftsmanship.
d7e4ec32579fb16ade6b4fb8281eec3,vintage,"the pictured motorcycle and sidecar are very obviously from a decade some time in the past, and are a classic example of this vehicle."
d7e92a86c1655ea79f3e133ea8c72c,alien,the objects look like aliens.
d7e92a86c1655ea79f3e133ea8c72c,craft,these are crafted from wood.
d7e92a86c1655ea79f3e133ea8c72c,creepiness,the empty stare of all those painted eyes invokes feelings of dread.
d7e92a86c1655ea79f3e133ea8c72c,creepy,a description of a young childs dream of their toys haunting them
d7e92a86c1655ea79f3e133ea8c72c,game,it is another type of chase game
d7e92a86c1655ea79f3e133ea8c72c,night,low background light amplifies the creepy feelings.
d7e92a86c1655ea79f3e133ea8c72c,object,the image shows object arranged.
d7e92a86c1655ea79f3e133ea8c72c,playtime,a scene from a childs time spent playing with his toys
d7e92a86c1655ea79f3e133ea8c72c,poster,an advertisment form a new lego themed movie that releases on halloween
d7e92a86c1655ea79f3e133ea8c72c,repetition,"all of the figures in the image look alike, there are barely any differences in the way they are standing."
d7e92a86c1655ea79f3e133ea8c72c,scary,the object are giving a scary look with a smile.
d7e92a86c1655ea79f3e133ea8c72c,scary,"a little bit frighening, unnerving"
d7e92a86c1655ea79f3e133ea8c72c,spooky,eyes following you around the room.
d7e92a86c1655ea79f3e133ea8c72c,stable,the objects do not show any sign of movement.
d7e92a86c1655ea79f3e133ea8c72c,unusual,"strange looking, unexpected"
d7efb26ad60fd5ea9adfcf98283c5a2,boring,"the sign make it look like an event, the lack of surroundings in the background make it seem like a rather boring event,"
d7efb26ad60fd5ea9adfcf98283c5a2,confidant,the person looks confidant and is smiling during their speech.
d7efb26ad60fd5ea9adfcf98283c5a2,discipline,all those sitting are listening attentively.
d7efb26ad60fd5ea9adfcf98283c5a2,education,new beginnings and breakthroughs in the world.
d7efb26ad60fd5ea9adfcf98283c5a2,formal,the person is wearing formal clothes.
d7efb26ad60fd5ea9adfcf98283c5a2,importance of knowledge,to learn about this world and other people is paramount
d7efb26ad60fd5ea9adfcf98283c5a2,inspiring,just one person can be inspiring to so many others
d7efb26ad60fd5ea9adfcf98283c5a2,morning,"the light shining on the side of the podium look like its an earl morning talk,"
d7efb26ad60fd5ea9adfcf98283c5a2,power of words,words are the most powerful weapons on earth
d7efb26ad60fd5ea9adfcf98283c5a2,smart,she is dressed as a smart and decent lady.
d7efb26ad60fd5ea9adfcf98283c5a2,speaker,the person is making a speech presumably in front of a crowd.
d7efb26ad60fd5ea9adfcf98283c5a2,speaking,having a voice is very important.
d7efb26ad60fd5ea9adfcf98283c5a2,speech,the lady is given a speech.
d7efb26ad60fd5ea9adfcf98283c5a2,woman,proud of females full-filling higher education and achieving there goals.
d7efb26ad60fd5ea9adfcf98283c5a2,youth,the sale of the colours on the sign make it look like its an event with young people involved
d89d9893cb942420d35fb7101aecbc21,brave,its courageous to do dangerous things
d89d9893cb942420d35fb7101aecbc21,countryside,being somewhere remote and scenic.
d89d9893cb942420d35fb7101aecbc21,courage,this image captures the feeling of pushing yourself to do something you are afraid of and feeling proud and transformed afterward
d89d9893cb942420d35fb7101aecbc21,daring,extreme sports are dangerous and can give you a thrill
d89d9893cb942420d35fb7101aecbc21,excitement,the parachutist would still be feeling a certain heart-pounding excitement as their feet touched the earth.
d89d9893cb942420d35fb7101aecbc21,exhilaration,this image captures the thrill and pleasure of doing something dangerous and surviving
d89d9893cb942420d35fb7101aecbc21,freedom,this image captures the freedom of having performed a high-adrenaline sport that is unusual in every day life
d89d9893cb942420d35fb7101aecbc21,hobby,to do something you enjoy doing.
d89d9893cb942420d35fb7101aecbc21,joy,the pose of the skydiver suggests joy of having completed the jump successfully.
d89d9893cb942420d35fb7101aecbc21,landing,to fall onto ground from any height and touch the ground.
d89d9893cb942420d35fb7101aecbc21,leisure,a voluntary activity is being performed for personal enjoyment
d89d9893cb942420d35fb7101aecbc21,nature,a variety of plants are shown in the background
d89d9893cb942420d35fb7101aecbc21,nature,the view is incredible from a height
d89d9893cb942420d35fb7101aecbc21,planning,"the area in the foreground is clear and appropriate, whereas the remainder of the area is entirely unsuitable for the activity being performed"
d89d9893cb942420d35fb7101aecbc21,skydiver,an image of a person who has just touched down wearing a parachute on a sunny day.
d8a03e5d1f4e3a749ee4a588c9e8db9c,administration,the papers are for record keeping and shows that this is an administrative task.
d8a03e5d1f4e3a749ee4a588c9e8db9c,avoidance,completing documents are time consuming and dreadful.
d8a03e5d1f4e3a749ee4a588c9e8db9c,boredom,filling out forms does not promote feelings of happiness.
d8a03e5d1f4e3a749ee4a588c9e8db9c,bureaucracy,the overall impression is one of bureaucracy where multiple forms need to be read and/or completed.
d8a03e5d1f4e3a749ee4a588c9e8db9c,busy,the paperwork seems like it will take a long time
d8a03e5d1f4e3a749ee4a588c9e8db9c,finance,the presence of a spreadsheet implies that some financial information is required.
d8a03e5d1f4e3a749ee4a588c9e8db9c,formality,the numerous sheets of documents and the typical office table convey a formal procedure of document signing in a formal environment such as a bank.
d8a03e5d1f4e3a749ee4a588c9e8db9c,hope,the papers can also give a sense of hope that maybe finally whoever is in charge of the papers can finally go home soon.
d8a03e5d1f4e3a749ee4a588c9e8db9c,organization,the papers are arranged and there is a folder for managing the papers.
d8a03e5d1f4e3a749ee4a588c9e8db9c,overwhelm,there are multiple blank documents on the table which need attention.
d8a03e5d1f4e3a749ee4a588c9e8db9c,stress,many people are stressed out by paperwork
